(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.44544600, -0.01841604, 0.71508020)
(-1.15919400, 0.08438414, 0.57319330)
(-1.14597300, 0.08755248, 0.56842350)
(-1.12082300, 0.09266841, 0.55918370)
(-1.09545300, 0.09818050, 0.55049780)
(-1.08307900, 0.10084600, 0.54613360)
(-1.04582600, 0.10949760, 0.53316160)
(-1.02145900, 0.11537880, 0.52436530)
(-1.00948200, 0.11837350, 0.52005430)
(-0.96301590, 0.13004840, 0.50254410)
(-0.93014190, 0.13838690, 0.48986280)
